Product Name,reviews
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I love this product I have very curly hair and when I want something simple and don’t want to blow dry I just put this in and let it natural dry. Big bouncy curls and little to now frizz.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I put 4 stars because I’m just not sure yet if my 2a/2b, fine, and extremely porous hair loves this or not.It seems to weigh it down, but it’s so moisturizing and gives a perfectly gentle cast. My hair hates most gels, i cannot scrunch out the crunch no matter how hard I try!My MIL on the other hand, has 2c/3a hair and LOVES it. It tames her wild frizz and gives great definition while keeping it soft.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
Provides a great level of control to my thick, curly hair. I've put this in while my hair is damp and it locks in plenty of moisture while not giving that greasy feeling you get from some stylers. I've also had success using this on my hair when it's dry so this is a very versatile product. My hair is a foot in length, maybe a bit longer, at the time of writing this review and I find about 2 pumps of this product is enough to give me the result I'm looking for.Another great thing about this product is the smell. It smells like Skittles! Love it, hah!
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I use this product after every wash or rather every condition, with the One condition conditioner. Four pumps of the gel and 2 1/2 of this cream on medium length, average thickness hair. I let it dry about 1/2 to 3/4 of the way and then dry with a diffuser while scrunching the curls. turns out perfect every time. I also never comb or brush my hair but use my fingers to detangle with conditioner in the shower. I agree that the smell is not good! like skittles and who wants to smell like that? Mixed with the scents of the other products it seems to tone it down and when dry not so bad but I wish I could have perfect hair without the smell of skittles.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I have tested a variety of curly hair products, the good and the bad. After trying this one i would rate it somewhere in the middle. It defines curls and minimizes frizz, but i felt like it left my hair with a greasy texture that was hard to get out. It's also really easy for it to clump in one place in your hair if you're not careful because it has such a thick consistency. For the price, i'd rather get something else. If it was cheaper i would use this regularly though.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
FANTASTIC product!  I have fine, curly hair and this product is IT.  It's a great way to add body to hair without making it sticky or crunchy.  I  highly recommend this to all with Curls.  Cheers!
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I have thick curly hair. The product defines my curls without making them greasy or crunchy. It works better for me that Devacurl gel. I can use this creme without other Devacurl products (shampoo and conditioner) and still get great results. It is very important to apply the cream to soaking wet hair and to scrunch your hair, not rake it.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
Every time I order the one the left side on the picture I get the the other one on the right side, I know both deva cream but I felt different result, I'm not sure are both the same or not ??! Any help
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I have fine, grey, wavy hair and this product works amazingly well to give me beautiful spiral curls but I have to put it on while my hair is soaking wet.  I rub a pea size amount between my palms and gently squish it into my ends first and work toward the roots.  Then I wrap my hair loosely in a old tee shirt.  Leave it for about an hour then remove tee and let dry.  My hair has never looked better.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I tried DevaCurl because of the reviews.  Unfortunately it didn't work on my hair, it just made it a frizzy, crunchy mess.  I used the whole bottle, thinking my hair needed time to adjust, but it didn't get better.  I do not this is a good value for the price as I need to use more product due to the length and thickness of my hair.  Not worth it to give it another try.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I’ve been using this product for about 2 years now and it’s works well with my lightweight curly hair without making it look greasy or weighted down. I noticed with this last bottle the scent has changed somewhat. Not bad, just different. Other than that it is consistently well made and a good product to have curly without frizzy hair.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I love this stuff!!!! Will definitely order again!!!
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
This product has caused my hair to fall out in clumps.  I don't dye my hair, haven't changed my diet and since discontinuing use a few days ago, my hair has stopped falling out in clumps.  I do not recommend this product.  It should be recalled.  Do some research on the web and you will see that many users are having issues and there are lawsuits against the company.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
Best leave in styling product I've ever used and i tried plenty. It's gentle and doesn't crunch your hair, but if you have extra frizzy hair like mine, i would use it in combination with other products since it's not meant to give you a strong hold. But it's a great substitute for leave in conditioner.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I absolutely love this product!I have been trying to find an alternative of hair products for my curly damaged hair, and this one particularly is one that I plan to keep buying! It's amazing! The downside is that in order for me to achieve the curls I want I have to use A LOT of product, and the product itself is a but expensive, but still I love it!
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
If I could give no stars I would!! This product is horrible and it did nothing for my curls. I applied it exactly how it said to but all it did was make my hair, neck and face feel sticky and not soft to touch!  My hair ended up looking like a poof ball afterwards once my hair completely dried!  Then it said I couldn’t return it!
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
I love this product. I could feel the hydration in my curly hair from the first application. I put it on damp hair and seal it in with a little melted coconut oil. Soft shiny curls and less shedding.
"
"DevaCurl Styling Cream, Define and Control, Touchable Hold, 5.1 Fl Oz (Pack of 1)","
Great product but the way its packaged will create problems because the cap pops off and it explodes in the package. Its happened twice now. Better to find it in a store.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
A few years ago I had gotten a Deva curl cut and purchased products from a salon. I loved what products did for my hair. I've grown up with curly frizzy hair that's not very coarse but also not very manageable. This gel provides just enough hold for my curls to look great without making my hair super crunchy. The first time I used it I think I used too much but I was able to break apart the curls and they looked great. Having had time to play around with the ratio I've been able to achieve a look that seems effortless. I literally wash my hair with regular shampoo then flip and condition with my hair upside down and after conditioning I scrunch the gel into my hair while it's still soaking wet and upside down. This method seems to work best for me but I also have long hair. Where I live there is not much humidity but it gets extremely hot and even with sweating my hair hasn't frizzed back up and the gel integrity was not compromised. This is a great price for this product, in the salon I paid almost double for a smaller bottle. Will purchase again!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I am a huge fan of DevaCurl products. I have been using DevaCurl for over a year now. It works well for both my long hair and short hair.I started with their travel size of the ""DevaCurl Kit for All Curl Kind"" It includes 3oz bottles of  No-Poo Original, One Condition Original, Styling Cream, Light Defining Gel.I was really shocked at how well this line of products worked on my hair. I buy all of them in the large bottles now. Individually they are good products but together they have changed my curls. I am not kidding at all! My curls are curlier, not crunch, not as frizzy and overall more beautiful than before I used DevaCurl.I have bought this travel sized pack for multiple curly haired friends to try because I know if you just try all the products together you will be sold!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I've been using this gel for years as my go-to hair product. With this most recent purchase, after using it, I noticed my hair looked as if...well, as if I hadn't even showered! I thought, maybe I forgot to apply it...? Next time I showered, I used it again...and it looked like I hadn't used any product at all. Complete frizz. I checked the ingredient list in comparison to my empty bottle and...sure enough, some of the ingredients have changed! This gel does not work any more for my hair. I guess I'll try their other gel, but why, WHY did they have to go and change this formula? Sad!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Hair just finished drying, and I just finished the last step in the directions listed on the product bottle... I am still in disbelief.I spontaneously decided to DIY perm my naturally pin-straight Asian hair last week and since have been realizing i am so unprepared to manage curly hair. I bought some cult favorite products (Curl Smoothie, Pantene Curl Gel, etc) before landing on this gel by Devacurl, and none of the others defined and tamed my hair like this. I was convinced that i didn’t properly set some strands of my perm and that they were just going to be demaged and straight. After using this light gel and following the directions (apply evenly to soaking hair, scrunch with a microfiber towel, dry without touching (!!), then upward scrunch the crunchiness away for soft curls. Did all of the following and i can see every wave and Curl i set in my home perm, giving me back hope that i didn’t totally screw up my hair.TBH i used devacurl last bc i thought it would only work on natural curls and bc it’s a salon product and harder to get than drugstore products. I was totallllyyytt wrong and think this is better for artificial curls more than anything!Totally obsessed, i want to marry it.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I hated my curly hair, it would always just turn to fluff within a couple hours of styling. I mean fluffy to the point people would attempt to pet my head. After trying the deva curl product I’m learning to embrace my curls. They are defined and soft, full of movement. I get compliments all the time now, and I’m feeling better about wearing my natural curves. I previously used Shae Moisture, but my curls weren’t nearly as defined. Make sure you leave some of their conditioner in, squeeze the water out of your hair, blot with a microfiber towel then add enough gel that when your hair dries it’s crunchy. Once completely dry scrunch out the product. You are left with soft defined hair all day.Downside: takes forever to dry. Get a diffuser and set aside sometime.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I love all Devacurl products. They have really changed my hair for the best. This gel locks in moisture, hydrates hair, and controls frizz while also leaving my hair soft. NO CRUNCHY tecture.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Absoluletly nothing better for your curly hair than Deva Curl products. I use them all and my curls have never looked better! For years I hated my curly hair. It was frizzy, dried out and impossible to work with. I had tried everything out there than said it was for curly hair and I never got the results I wanted with any other product. Deva Curl has made me love and embrace my curls. I now get stopped on the street by people telling me how much they love my curls and how pretty my hair is. Even my hairdresser has become a believer and is using Deva Curl with all her curly haired clients.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Love this product.  I've used numerous curl products throughout my life (including Eufora and Bumble & Bumble) and this is my favorite as far as results.  It creates a defined curl without the ""crispiness"" that some products create.  My ONLY complaint about this line of products is with the smell.  Its not a fragrance that I like, or can even place.  Whereas the Bumble and Bumble is vaguely floral and soft smelling, this is more anise(?) smelling.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
The product worked well for the most part.  The front/sides of my hair had a soft curl, the back however was frizzy.  Not crazy about the scent, but it went away after hair dried.  I have very thick hair that has curly, wavy & straight sections.  Drying it naturally took several hours, so this is not something I can use if I need to be somewhere early.  When my hair dried, it still looked somewhat wet and “crunchy”.  Fingering it out softened if it but also pulled some curl out & increased frizz.  I’ll defin use again... hoping it will get better with practice 🤗.  Price is great as I saw this in a salon and it was twice as expensive.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I used this in combinations with Deva curl No-poo cleanser and one conditioner. I love the shampoo and conditioner (doesn't dry out my hair) but I think adding this light gel helps define my curls. I leave my hair wrapped in a towel for around 10 minutes after showering and then use about a quarter size amount of gel, crunching my hair as I work it in. Once my hair is dry, there is no gel residue. I also put in a little bit of matrix biolage hydra-seal leave in cream (after my hair dries) because it helps smooth the little bit of frizz that's left. Before using Deva curl products my hair was questionably wavy. It would be straight in certain areas and wavy/kinky in others. Now I have soft waves throughout. Love, love, love this product line. As far as how long it will last- I shower every other day, have had this since January and still have 3/4 of a bottle left. Smells great too!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
A few years ago I had gotten a Deva curl cut and purchased products from a salon. I loved what products did for my hair. I've grown up with curly frizzy hair that's not very coarse but also not very manageable. This gel provides just enough hold for my curls to look great without making my hair super crunchy. The first time I used it I think I used too much but I was able to break apart the curls and they looked great. Having had time to play around with the ratio I've been able to achieve a look that seems effortless. I literally wash my hair with regular shampoo then flip and condition with my hair upside down and after conditioning I scrunch the gel into my hair while it's still soaking wet and upside down. This method seems to work best for me but I also have long hair. Where I live there is not much humidity but it gets extremely hot and even with sweating my hair hasn't frizzed back up and the gel integrity was not compromised. This is a great price for this product, in the salon I paid almost double for a smaller bottle. Will purchase again!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I am a huge fan of DevaCurl products. I have been using DevaCurl for over a year now. It works well for both my long hair and short hair.I started with their travel size of the ""DevaCurl Kit for All Curl Kind"" It includes 3oz bottles of  No-Poo Original, One Condition Original, Styling Cream, Light Defining Gel.I was really shocked at how well this line of products worked on my hair. I buy all of them in the large bottles now. Individually they are good products but together they have changed my curls. I am not kidding at all! My curls are curlier, not crunch, not as frizzy and overall more beautiful than before I used DevaCurl.I have bought this travel sized pack for multiple curly haired friends to try because I know if you just try all the products together you will be sold!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I've been using this gel for years as my go-to hair product. With this most recent purchase, after using it, I noticed my hair looked as if...well, as if I hadn't even showered! I thought, maybe I forgot to apply it...? Next time I showered, I used it again...and it looked like I hadn't used any product at all. Complete frizz. I checked the ingredient list in comparison to my empty bottle and...sure enough, some of the ingredients have changed! This gel does not work any more for my hair. I guess I'll try their other gel, but why, WHY did they have to go and change this formula? Sad!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Hair just finished drying, and I just finished the last step in the directions listed on the product bottle... I am still in disbelief.I spontaneously decided to DIY perm my naturally pin-straight Asian hair last week and since have been realizing i am so unprepared to manage curly hair. I bought some cult favorite products (Curl Smoothie, Pantene Curl Gel, etc) before landing on this gel by Devacurl, and none of the others defined and tamed my hair like this. I was convinced that i didn’t properly set some strands of my perm and that they were just going to be demaged and straight. After using this light gel and following the directions (apply evenly to soaking hair, scrunch with a microfiber towel, dry without touching (!!), then upward scrunch the crunchiness away for soft curls. Did all of the following and i can see every wave and Curl i set in my home perm, giving me back hope that i didn’t totally screw up my hair.TBH i used devacurl last bc i thought it would only work on natural curls and bc it’s a salon product and harder to get than drugstore products. I was totallllyyytt wrong and think this is better for artificial curls more than anything!Totally obsessed, i want to marry it.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I hated my curly hair, it would always just turn to fluff within a couple hours of styling. I mean fluffy to the point people would attempt to pet my head. After trying the deva curl product I’m learning to embrace my curls. They are defined and soft, full of movement. I get compliments all the time now, and I’m feeling better about wearing my natural curves. I previously used Shae Moisture, but my curls weren’t nearly as defined. Make sure you leave some of their conditioner in, squeeze the water out of your hair, blot with a microfiber towel then add enough gel that when your hair dries it’s crunchy. Once completely dry scrunch out the product. You are left with soft defined hair all day.Downside: takes forever to dry. Get a diffuser and set aside sometime.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I love all Devacurl products. They have really changed my hair for the best. This gel locks in moisture, hydrates hair, and controls frizz while also leaving my hair soft. NO CRUNCHY tecture.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Absoluletly nothing better for your curly hair than Deva Curl products. I use them all and my curls have never looked better! For years I hated my curly hair. It was frizzy, dried out and impossible to work with. I had tried everything out there than said it was for curly hair and I never got the results I wanted with any other product. Deva Curl has made me love and embrace my curls. I now get stopped on the street by people telling me how much they love my curls and how pretty my hair is. Even my hairdresser has become a believer and is using Deva Curl with all her curly haired clients.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Love this product.  I've used numerous curl products throughout my life (including Eufora and Bumble & Bumble) and this is my favorite as far as results.  It creates a defined curl without the ""crispiness"" that some products create.  My ONLY complaint about this line of products is with the smell.  Its not a fragrance that I like, or can even place.  Whereas the Bumble and Bumble is vaguely floral and soft smelling, this is more anise(?) smelling.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
The product worked well for the most part.  The front/sides of my hair had a soft curl, the back however was frizzy.  Not crazy about the scent, but it went away after hair dried.  I have very thick hair that has curly, wavy & straight sections.  Drying it naturally took several hours, so this is not something I can use if I need to be somewhere early.  When my hair dried, it still looked somewhat wet and “crunchy”.  Fingering it out softened if it but also pulled some curl out & increased frizz.  I’ll defin use again... hoping it will get better with practice 🤗.  Price is great as I saw this in a salon and it was twice as expensive.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I used this in combinations with Deva curl No-poo cleanser and one conditioner. I love the shampoo and conditioner (doesn't dry out my hair) but I think adding this light gel helps define my curls. I leave my hair wrapped in a towel for around 10 minutes after showering and then use about a quarter size amount of gel, crunching my hair as I work it in. Once my hair is dry, there is no gel residue. I also put in a little bit of matrix biolage hydra-seal leave in cream (after my hair dries) because it helps smooth the little bit of frizz that's left. Before using Deva curl products my hair was questionably wavy. It would be straight in certain areas and wavy/kinky in others. Now I have soft waves throughout. Love, love, love this product line. As far as how long it will last- I shower every other day, have had this since January and still have 3/4 of a bottle left. Smells great too!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Still working with this to define my curls. I've been straightening my hair regularly for about 2 years. I am now working on my curls so I'm not the greatest at a good technique. This gel does crunch a lot for me and gets a bit heavy weighing down the curl. I'm using a blow dryer with the curl extension. As I get better with my technique, I would probably be able to have similar results out of this gel than others here. I still think the texture of this gel is very good compare to how other gels feel when you're rubbing it in your hands before applying.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I have been using deva curl light defining gel for 5 years now and purchased my bottle from amazon to save a little money but this product is not actual deva curl brand. Smells different and my hair is very cery frizzy. NOT SCTUAL FEVA CURL PRODUCT.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Best product I have ever used and I have super thick curly hair, for the price it is a STEAL. That being said... It arrived with he cap hardly screwed on and product all over the bottle and in the bag containing the bottle and all over the box containing the bag.. I don't know if that's the shipping companys fault or if it's just not taking pride in manufacturing or just a simple mistake..so that was a little disappointing but beside that little blip it is an amazing product and worth every cent. Would recommend.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I have naturally wavy hair that I leave natural. This product is nice to have around but I won't be incorporating it into my daily routine. I can achieve the same texture and hold by scrunching and putting my hair in a loose bun on top of my head for 20 mins. It made me feel like I needed to wash my hair every day and I can't do that with how dry my hair tends to be.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
My first time using a devacurl product. i like the light hold and my hair doesn’t have those crispy curls after using gel. attached is a picture (my hair is completely dry in the pic) from a humid summer day in northern va and curls are pretty frizz free.  on wet hair i use i.c.o.n. mesh moisturizing styling cream and then add the devacurl light gel. I love the i.c.o.n. mesh, but need a little extra something to prevent frizz.  i’m not crazy for the scent of this gel - i’m not into fruity smells for hair products. also the product is a tad pricey for the amount you get. overall good first experience with devacurl product.  my hair is naturally wavy/curly.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I've been doing Curly Girl for about 3 months now, and just started using this product again.  I didn't like it at first, but I love it now! Maybe my hair was rebelling against the new routine at first (they say that can happen), I don't know, but this gel leaves my hair really, really well defined, yet soft, springy, and voluminous all day long.  My hair is just slightly longer than shoulder length and I only use about a golf ball size glob, total.  I apply it in smaller globs, not all at once.  I also use Curl Keeper (smoothed over like leave-in) before the Angel.  They work really nicely together, imo.I've experimented a lot with different gels and products in the few months I've been doing CG, and nothing seems to nourish my hair, while still giving me a consistently good hair day, quite like this gel. Kinky Curly Curling Custard is the only thing that came close, but I didn't like how soft that left my hair.  I need something with a little texture so my hair doesn't fall flat (I have really fine 3B curls), but not so much crunch that I'm a stringy mess.  The Deva Angel does the trick for me on both accounts.  All I have to do to get a little volume back in throughout the day is rub my roots with my finger tips a little, and poof, I'm back to where I started when I left the house!  I'm so glad I gave this gel a second chance.  I use it in conjunction with the Deva One Conditioner, which I also really like and keep coming back to (even though I keep trying new products).This gel might seem expensive, but I think the quality is well worth it.  I definitely started out thinking products in this price bracket were a splurge, but I'm finding more and more that you really get what you pay for with the Deva products and their natural ingredients.Overall, I highly recommend this product.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I HATE IT. It is not a real devacurl product, or if it is it's absolute trash. It leaves my hair super stiff and cumply and it just looks like it's oily and dirty. i ahte it so much but the return policy is trash
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I have 3c-4a curls and wanted to give Devacurl a try after hearing other Devacurl product reviews. However, this is NOT the gel for you if you are actually trying to get a ""gelled"" look or replace a medium-hold gel. It is truly a light-hold gel and really did not seem to gave an effect on my hair. Also, it does not mix well with other products. I use Cantu-Leave in Conditioner (which I have loved for years) and combining it with this product caused the conditioner to curdle in my hair (best way to describe it). I also have long hair and felt like I had to use a ton of gel to style my hair. Overall, save your money and try something like TGIN's moisturizing gel.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I have used Deva Curl off and on since 2001. I used to love it. However, something changed in the product when the company has been sold. The products have caused me general hair loss for a few years, and this product in particular has caused me more severe hair loss, particularly in the areas I would use this daily to refresh. Don’t use Deva Curl.After discovering that this may be the reason for my hair loss, I discovered a Facebook group with over 3400 people who have hair loss, scalp issues, and hair breakage all from Deva Curl. I am most definitely not alone.I know it’s Deva Curl because when I stopped the products completely and shampooed with a shampoo with sulfates, the next showers only had a half of the amount of hair loss I had previously been used to.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I have heavy thick hair that wants to curl, but without product, drops to wavy as it dries. Most curl products don't hold well enough for all day curls. I first bought DevaCurl light defining as a lark because it was on a great sale at a salon. It's the best product I've ever owned. I've used it nearly every day for over a year. I very rarely even blow dry and iron my hair straight anymore, which used to be my standard, to avoid the crazy waves. With DevaCurl, I just wet my hair in the shower in the morning, rub the product onto my hair and scrunch the curls, then let it dry, and I have all day curls. It's so much healthier for my hair than the heat, and doesn't dry it out.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Works well for my hair. I have pretty frizzy curls and this helps to keep them under control. Put it on after you have gotten out of the shower, but your hair is still wet.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I've tried it all and this is the best curly hair product! Rub it in while my hair is still wet and I'm pretty much good to go. While it's not ""crunch free"" like it claims it's by far the least crunchy for the most frizz control. My hair is usually more from then curls but this gel really brought out the curls and the friz is all but gone. Can't recommend enough. I do find myself using a nickel to quarter size amount but I have lots of thick hair that's shoulder length.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Bought this and other DEVA CURL products for my mom who has permed hair. Was visiting her over the holidays, and decided to try it out on my long straight hair. Though my typical Asian hair would not be considered curly (or wavy) by any real curly haired gal, my hair is wavy when it is wet, air dries frizzy, blow dries and brushes out straight, and my dad has wavy-ish hair that has gotten kinky/frizzy as he ages. I thought I could use this product to exploit what waves I have...and it really does work! I didn't use the DEVA shampoo or conditioner, but I followed their techniques (I used this video tutorial on Youtube: Set Your Curls Free For 2011 by WSALONVA)- no wringing or twisting hair during washing/drying, must flip hair over face to dry, scrunching to remove water, and scrunching to apply gel, and using a diffuser on the hairdryer to ""scrunch"" dry.  Because my hair is so long and prone to knots, I made sure to brush my hair prior to washing, so as not to disturb my hard-won waves. But flipping the hair over, scrunching to dry and apply gel really worked wonders! Even for the amount of hair I had, a little quarter sized squirt was all I needed. My hair dried with big bouncy waves that looked like my hair was blown out, and it was soft and shiny without looking product loaded. AMAAAAAZINNNG! And it looked so good the next day that I didn't even have to style my hair. I was unable to replicate the same results with a drugstore brand gel. Unable to say if one could replicate this with a similar salon quality product from another company, but I'm happy not to have to look further. This Amazon price is quite reasonable, and as long as this price is available, I will happily purchase this product. To sum it up: This product really feels and looks natural, while maintaining body.  So if you're a *straight* hair peep- try this. But make sure you use it the correct way.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Love this product for my curly hair! It is one of the many devacurl products I use for my hair. It doesn’t leave my hair feeling crunchy or greasy. Must have for curly hair
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Deva Curl has saved my liiiife when it comes to my hair. My curls were in quite a funk for a while and DevaCurl has changed that for me. I have super coarse/dry curls so this gel is great for me bc it doesn’t dry them out. A little goes a longgg way- especially if you don’t want that stiff, overdefined look. I recommend the Deva Curl curl cream as a base, but the gel is amazing on its own too.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
 I love deva curl !! And I typically order it from amazon. I don't usually have any problems but this time, from this seller the gel that I received was pretty watered down. very frustrating...!!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I have loose-ringlet curly hair. This gel is fantastic. It’s light and doesn’t leave your hair crunchy and stiff, but does control the frizz and organize the curls into nice spirals. Leaves your hair big and full without being a frizzy mess. Stays great all day, and I live in super-humid Texas, so that’s a miracle!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Amazon didn't accept my 1st review for some reason so I. Keeping this one short. This gel works perfect at locking in my curls without over crunching it.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Good for my curly hair, the stronger hold stuff was horrible and crunchy. But I can spend less on an Aussie light hold gel and it does the same thing. The scent isn't my favorite, but not bad.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Pretty disappointing. I saw a girl at a taco place who had the most controlled, beautiful curls I've ever seen. I asked her what product she used, she said ""DevaCurl!"" Now, perhaps I bought the wrong DevaCurl product but this was no better than the 1.00 LA Looks Gel my older brother used way too much of in the 90s. I thought it would tame my wild frizzies toward the top of my head, but no, just exaggerated them. I admit, sometimes, under the perfect amount of not disturbing my hair at all, it will define waves well toward the bottom half of my hair. And for that, I give it more than one star.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I've been using this for years and LOVE it. It used to be called An-gel but is now called Light Defining Gel. Same great product. Will continue to use it as long as they continue to make it!
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
Ok, so I have struggled with styling my curls for years, I usually straighten my hair because my hair tangles and breaks much more when curly. I have a weird combination of fine curly spirals that get super dry in the back. I started using this product with a teeny bit of Argon oil (just on my ends) and a diffuser. I have never had such soft touchable curls in my life!!! I did have to play around with the amount and methods of drying... i.e. microfiber towel/t-shirt dry first vs. towel to scrunch out excess product... before I really began to like it. There is also the trial/travel pack which has their No Poo, One Condition, and Set it Free in addition to the gel available if you want to try before you buy the big bottle ;)
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
My hair is very curly but fine, so I stick with light hold gels typically.  Using this product actually makes my hair worse....frizzy and overly soft and unruly. I threw it away after many attempts to make it work. It does not define my curl at all. After using this my hair looks like it does when it's been overly touched and combed or brushed, which means I resemble a fuzzy poodle.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I tried the ultra gel, which I hated, so I figured maybe this would be better. I don't like this one either - it leaves my hair feeling icky. Every time I try another gel I keep going back to the Ouidad Climate Control gel, which I like the best. The Ouidad makes my hair a bit crunchy, which is good for making the curls defined and non-frizzy, and then I can squish the crunch out and soften it a bit, leaving my hair feeling normal. The Deva gel leaves this gross ickiness in my hair, like it's dirty and sticky.
"
"DevaCurl Light Defining Styling Hair Gel, 32 Fl Oz (Pack of 1)","
I already had a huge bottle of gel, but I got excited when I saw this on amazon so I ordered more. I bought this thinking it was the old formula (the green label with the white swirl shown in the item picture), but the item I received is the new packaging. Devacurl must have changed the gel ever so slightly because my hair doesn’t love the new gel as much - it leaves my hair kind of weighted down and stringy, but I’ve been using it because I haven’t found another that I liked better. I gave it three stars because it’s “eh.” The shipping was quick and the item was packaged well. I’m just bummed to have paid $30 thinking I was getting one thing, only to receive another (especially when I already had a full bottle of the new gel).
"
